# DICOM-RT Ion plan spot list exported by dicomexport 1.3.0
# Created: 2026-06-23 00:26:52 CEST
# FieldNumber: 1
# FieldName: Field 1
# BeamModel: DCPT_beam_model__v5.csv
# BeamModelPosition: 600.0 mm upstream of isocenter
# SpotPositionPlane: isocenter (z=0)
# Spots: 6069
#
# Columns (11):
#   E [GeV or GeV/n], dE [GeV or GeV/n], X [cm], Y [cm], FWHMx [cm], FWHMy [cm], SigXpr [mrad], SigYpr [mrad], CorX, CorY, Weight [primary particle count]
#   SigXpr, SigYpr : RMS angular divergence (x', y') in mrad
#   CorX, CorY     : Correlation coefficients rho(x,x') and rho(y,y')
0.149561 0.00109862 4.76079 -4.44496 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 -3.88934 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 -3.33372 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 -2.7781 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 -2.22248 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 -1.66686 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 -1.11124 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 -0.55562 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 -1.77636e-16 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 0.55562 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 1.11124 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 1.66686 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 2.22248 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 2.7781 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 3.33372 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 3.88934 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.76079 4.44496 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 4.44496 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 3.88934 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 3.33372 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 2.7781 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 2.22248 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 1.66686 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 1.11124 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 0.55562 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -1.77636e-16 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -0.55562 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -1.11124 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -1.66686 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -2.22248 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -2.7781 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -3.33372 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -3.88934 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 4.16569 -4.44496 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 3.57059 -4.44496 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 3.57059 -3.88934 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 3.57059 -3.33372 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
0.149561 0.00109862 3.57059 -2.7781 0.886958 0.754132 3.93273 3.84882 -0.163237 0.119728 1.65018e+08
