-10,2	0,0685961	4,87E-05
-10,1	0,0691282	4,56E-05
-10	0,0696179	5,02E-05
-9,9	0,0700813	4,68E-05
-9,8	0,0704667	4,59E-05
-9,7	0,0708686	5,02E-05
-9,6	0,0711439	4,49E-05
-9,5	0,0714107	4,83E-05
-9,4	0,0718295	4,69E-05
-9,3	0,072057	4,91E-05
-9,2	0,0723898	5,31E-05
-9,1	0,0727268	5,33E-05
-9	0,0729485	5,21E-05
-8,9	0,0733271	5,52E-05
-8,8	0,0735803	5,05E-05
-8,7	0,0738745	5,10E-05
-8,6	0,0741554	4,77E-05
-8,5	0,0743858	4,94E-05
-8,4	0,0746761	5,33E-05
-8,3	0,07484	5,24E-05
-8,2	0,0752014	5,30E-05
-8,1	0,0754497	5,04E-05
-8	0,0757461	5,89E-05
-7,9	0,0760583	5,45E-05
-7,8	0,0762254	5,13E-05
-7,7	0,076556	5,08E-05
-7,6	0,0768318	5,06E-05
-7,5	0,0771953	5,63E-05
-7,4	0,0774683	5,90E-05
-7,3	0,0778055	6,29E-05
-7,2	0,0780801	6,26E-05
-7,1	0,0783279	5,69E-05
-7	0,0786571	5,07E-05
-6,9	0,0789148	5,22E-05
-6,8	0,079252	5,19E-05
-6,7	0,0795576	5,08E-05
-6,6	0,079968	5,64E-05
-6,5	0,0802701	5,24E-05
-6,4	0,0805754	5,26E-05
-6,3	0,0810056	5,33E-05
-6,2	0,0813702	5,73E-05
-6,1	0,0818146	4,98E-05
-6	0,0821742	5,72E-05
-5,9	0,0825865	5,90E-05
-5,8	0,0831221	5,30E-05
-5,7	0,0836244	6,14E-05
-5,6	0,0840657	5,34E-05
-5,5	0,0845689	5,55E-05
-5,4	0,0851984	5,47E-05
-5,3	0,0857838	5,68E-05
-5,2	0,0866329	5,48E-05
-5,1	0,087447	5,37E-05
-5	0,0884148	6,10E-05
-4,9	0,0896072	6,33E-05
-4,8	0,090556	6,38E-05
-4,7	0,0910275	6,60E-05
-4,6	0,0908685	6,06E-05
-4,5	0,0907827	6,29E-05
-4,4	0,0909375	6,07E-05
-4,3	0,0909823	6,55E-05
-4,2	0,0908085	6,56E-05
-4,1	0,0906938	5,80E-05
-4	0,0908091	6,62E-05
-3,9	0,0907969	6,93E-05
-3,8	0,0906868	6,93E-05
-3,7	0,0904462	6,55E-05
-3,6	0,0905849	6,21E-05
-3,5	0,0905868	5,93E-05
-3,4	0,0904048	5,95E-05
-3,3	0,0902094	5,86E-05
-3,2	0,090324	6,28E-05
-3,1	0,0904145	6,07E-05
-3	0,0902777	6,28E-05
-2,9	0,0900806	6,00E-05
-2,8	0,0900362	6,06E-05
-2,7	0,0901748	5,93E-05
-2,6	0,0902048	6,09E-05
-2,5	0,0899793	6,90E-05
-2,4	0,089926	5,84E-05
-2,3	0,0900099	6,08E-05
-2,2	0,0901214	6,21E-05
-2,1	0,0899547	6,24E-05
-2	0,0897833	5,72E-05
-1,9	0,0898753	5,90E-05
-1,8	0,0900992	5,92E-05
-1,7	0,0901032	6,04E-05
-1,6	0,0898337	6,59E-05
-1,5	0,089764	7,03E-05
-1,4	0,0898896	6,12E-05
-1,3	0,0901533	6,54E-05
-1,2	0,0900848	6,12E-05
-1,1	0,0898963	6,27E-05
-1	0,0899023	6,45E-05
-0,9	0,0900477	6,49E-05
-0,8	0,0902149	6,82E-05
-0,7	0,0901134	6,62E-05
-0,6	0,089919	7,07E-05
-0,5	0,0900214	6,99E-05
-0,4	0,0903835	7,40E-05
-0,3	0,0908938	7,29E-05
-0,2	0,0893613	6,39E-05
-0,1	0,0894203	6,09E-05
0	0,0896439	6,71E-05
0,1	0,0900836	6,24E-05
0,2	0,0901153	6,82E-05
0,3	0,0905853	7,26E-05
0,4	0,0904344	7,03E-05
0,5	0,0908065	6,81E-05
0,6	0,0911408	6,60E-05
0,7	0,091116	7,29E-05
0,8	0,0908792	6,68E-05
0,9	0,0907717	6,36E-05
1	0,0910813	6,79E-05
