LET spectra each 0.1 cm 
 cell  400                                                                                                                             
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   9.96995E-03 0.0008
    5.3796E+00   9.89059E-09 0.0871
    5.5352E+00   6.86638E-07 0.0155
    5.6954E+00   1.05586E-08 0.0866
    5.8601E+00   1.05492E-08 0.0867
    6.0297E+00   6.19606E-07 0.0108
    6.2041E+00   1.20363E-08 0.0818
    6.3836E+00   6.02697E-07 0.0111
    6.5683E+00   1.14517E-08 0.0856
    6.7583E+00   5.46233E-07 0.0117
    6.9538E+00   1.50091E-08 0.0785
    7.1550E+00   5.34206E-07 0.0124
    7.3619E+00   1.76932E-08 0.0771
    7.5749E+00   5.05614E-07 0.0132
    7.7941E+00   2.11679E-08 0.0779
    8.0195E+00   1.94969E-08 0.0745
    8.2515E+00   4.92648E-07 0.0138
    8.4902E+00   2.86062E-08 0.0647
    8.7359E+00   4.66428E-07 0.0150
    8.9886E+00   3.23783E-08 0.0633
    9.2486E+00   4.42717E-07 0.0157
    9.5162E+00   3.78500E-08 0.0572
    9.7915E+00   3.91926E-08 0.0561
    1.0075E+01   4.45103E-07 0.0164
    1.0366E+01   4.46533E-08 0.0530
    1.0666E+01   4.36735E-07 0.0166
    1.0975E+01   5.06968E-08 0.0484
    1.1292E+01   4.47227E-07 0.0169
    1.1619E+01   6.13418E-08 0.0425
    1.1955E+01   6.09729E-08 0.0426
    1.2301E+01   4.29723E-07 0.0173
    1.2657E+01   6.30873E-08 0.0399
    1.3023E+01   4.41970E-07 0.0170
    1.3400E+01   6.59090E-08 0.0366
    1.3787E+01   6.97259E-08 0.0355
    1.4186E+01   4.51959E-07 0.0163
    1.4596E+01   6.85199E-08 0.0335
    1.5019E+01   4.42615E-07 0.0161
    1.5453E+01   7.26078E-08 0.0304
    1.5900E+01   7.05055E-08 0.0308
    1.6360E+01   4.47957E-07 0.0152
    1.6834E+01   6.92573E-08 0.0288
    1.7321E+01   4.52790E-07 0.0147
    1.7822E+01   7.29782E-08 0.0262
    1.8337E+01   4.53897E-07 0.0139
    1.8868E+01   8.10839E-08 0.0231
    1.9413E+01   7.41000E-08 0.0241
    1.9975E+01   4.51599E-07 0.0132
    2.0553E+01   7.13220E-08 0.0228
    2.1148E+01   4.31294E-07 0.0127
    2.1759E+01   8.10813E-08 0.0198
    2.2389E+01   6.99691E-08 0.0213
    2.3037E+01   4.35255E-07 0.0118
    2.3703E+01   7.07177E-08 0.0197
    2.4389E+01   4.20887E-07 0.0113
    2.5094E+01   7.89152E-08 0.0173
    2.5820E+01   6.87788E-08 0.0185
    2.6567E+01   4.16852E-07 0.0106
    2.7336E+01   6.61697E-08 0.0174
    2.8127E+01   3.97730E-07 0.0101
    2.8940E+01   7.27734E-08 0.0154
    2.9777E+01   6.29152E-08 0.0166
    3.0639E+01   3.91201E-07 0.0096
    3.1525E+01   6.04843E-08 0.0156
    3.2437E+01   3.64376E-07 0.0092
    3.3376E+01   6.74584E-08 0.0137
    3.4341E+01   5.67167E-08 0.0149
    3.5335E+01   3.51361E-07 0.0087
    3.6357E+01   5.26053E-08 0.0143
    3.7409E+01   3.28529E-07 0.0084
    3.8491E+01   5.95483E-08 0.0125
    3.9604E+01   5.07765E-08 0.0135
    4.0750E+01   3.15540E-07 0.0080
    4.1929E+01   4.67635E-08 0.0130
    4.3142E+01   2.95922E-07 0.0077
    4.4390E+01   5.01701E-08 0.0117
    4.5674E+01   2.67597E-07 0.0074
    4.6996E+01   5.75362E-08 0.0102
    4.8355E+01   3.97679E-08 0.0121
    4.9754E+01   2.62541E-07 0.0071
    5.1193E+01   4.18226E-08 0.0110
    5.2674E+01   2.34980E-07 0.0069
    5.4198E+01   4.93833E-08 0.0095
    5.5766E+01   3.38397E-08 0.0113
    5.7379E+01   2.26288E-07 0.0067
    5.9039E+01   3.44803E-08 0.0104
    6.0747E+01   2.02029E-07 0.0065
    6.2505E+01   3.91885E-08 0.0091
    6.4313E+01   3.03411E-08 0.0103
    6.6174E+01   1.90369E-07 0.0063
    6.8088E+01   2.72508E-08 0.0100
    7.0058E+01   1.72003E-07 0.0061
    7.2084E+01   2.95459E-08 0.0090
    7.4170E+01   1.50346E-07 0.0060
    7.6315E+01   3.26892E-08 0.0080
    7.8523E+01   2.24637E-08 0.0096
    8.0795E+01   1.43093E-07 0.0059
    8.3132E+01   2.17536E-08 0.0090
    8.5537E+01   1.27536E-07 0.0058
    8.8012E+01   2.28421E-08 0.0082
    9.0558E+01   1.11555E-07 0.0057
    9.3178E+01   2.39319E-08 0.0075
    9.5873E+01   1.67628E-08 0.0088
    9.8647E+01   1.04619E-07 0.0056
    1.0150E+02   1.52482E-08 0.0086
    1.0444E+02   9.24599E-08 0.0055
    1.0746E+02   1.55163E-08 0.0080
    1.1057E+02   7.95395E-08 0.0055
    1.1377E+02   1.63407E-08 0.0073
    1.1706E+02   1.19611E-08 0.0084
    1.2044E+02   7.25906E-08 0.0054
    1.2393E+02   1.05181E-08 0.0082
    1.2751E+02   6.34524E-08 0.0053
    1.3120E+02   1.08094E-08 0.0076
    1.3500E+02   5.42274E-08 0.0053
    1.3890E+02   1.12498E-08 0.0070
    1.4292E+02   7.90147E-09 0.0082
    1.4706E+02   4.93310E-08 0.0052
    1.5131E+02   7.31587E-09 0.0079
    1.5569E+02   4.23582E-08 0.0052
    1.6019E+02   7.70424E-09 0.0072
    1.6483E+02   6.32735E-09 0.0079
    1.6959E+02   3.71666E-08 0.0051
    1.7450E+02   5.15790E-09 0.0080
    1.7955E+02   3.21782E-08 0.0051
    1.8474E+02   5.21982E-09 0.0075
    1.9009E+02   2.69060E-08 0.0051
    1.9559E+02   5.51001E-09 0.0068
    2.0124E+02   3.79005E-09 0.0080
    2.0707E+02   2.39988E-08 0.0051
    2.1306E+02   3.57478E-09 0.0077
    2.1922E+02   2.02753E-08 0.0051
    2.2556E+02   3.80698E-09 0.0070
    2.3209E+02   3.04646E-09 0.0077
    2.3880E+02   1.77775E-08 0.0051
    2.4571E+02   2.56841E-09 0.0078
    2.5282E+02   1.54156E-08 0.0051
    2.6013E+02   2.49445E-09 0.0073
    2.6766E+02   1.30575E-08 0.0051
    2.7540E+02   2.54915E-09 0.0068
    2.8337E+02   1.80791E-09 0.0075
    2.9157E+02   1.48903E-09 0.0063
    3.0000E+02   0.00000E+00 0.0000
      total      9.98970E-03 0.0008
 
 cell  401                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
    1.9269E+00   0.00000E+00 0.0000
    1.9827E+00   0.00000E+00 0.0000
    2.0400E+00   0.00000E+00 0.0000
    2.0991E+00   0.00000E+00 0.0000
    2.1598E+00   0.00000E+00 0.0000
    2.2223E+00   0.00000E+00 0.0000
    2.2866E+00   0.00000E+00 0.0000
    2.3527E+00   0.00000E+00 0.0000
    2.4208E+00   0.00000E+00 0.0000
    2.4908E+00   0.00000E+00 0.0000
    2.5629E+00   0.00000E+00 0.0000
    2.6370E+00   0.00000E+00 0.0000
    2.7133E+00   0.00000E+00 0.0000
    2.7918E+00   0.00000E+00 0.0000
    2.8725E+00   0.00000E+00 0.0000
    2.9557E+00   0.00000E+00 0.0000
    3.0412E+00   0.00000E+00 0.0000
    3.1291E+00   0.00000E+00 0.0000
    3.2197E+00   0.00000E+00 0.0000
    3.3128E+00   0.00000E+00 0.0000
    3.4086E+00   0.00000E+00 0.0000
    3.5072E+00   0.00000E+00 0.0000
    3.6087E+00   0.00000E+00 0.0000
    3.7131E+00   0.00000E+00 0.0000
    3.8205E+00   0.00000E+00 0.0000
    3.9311E+00   0.00000E+00 0.0000
    4.0448E+00   0.00000E+00 0.0000
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   9.95017E-03 0.0008
    5.3796E+00   6.11553E-08 0.0636
    5.5352E+00   1.66605E-06 0.0086
    5.6954E+00   3.13790E-08 0.0533
    5.8601E+00   3.20315E-08 0.0532
    6.0297E+00   1.54166E-06 0.0075
    6.2041E+00   3.84940E-08 0.0491
    6.3836E+00   1.53465E-06 0.0077
    6.5683E+00   4.34532E-08 0.0475
    6.7583E+00   1.45019E-06 0.0081
    6.9538E+00   4.94421E-08 0.0458
    7.1550E+00   1.39873E-06 0.0084
    7.3619E+00   5.97020E-08 0.0434
    7.5749E+00   1.32507E-06 0.0090
    7.7941E+00   6.98062E-08 0.0416
    8.0195E+00   7.00725E-08 0.0423
    8.2515E+00   1.28939E-06 0.0093
    8.4902E+00   8.72012E-08 0.0389
    8.7359E+00   1.22547E-06 0.0100
    8.9886E+00   9.39978E-08 0.0378
    9.2486E+00   1.18571E-06 0.0103
    9.5162E+00   1.12187E-07 0.0347
    9.7915E+00   1.14996E-07 0.0344
    1.0075E+01   1.16699E-06 0.0111
    1.0366E+01   1.31520E-07 0.0320
    1.0666E+01   1.10579E-06 0.0113
    1.0975E+01   1.46424E-07 0.0296
    1.1292E+01   1.07747E-06 0.0115
    1.1619E+01   1.56208E-07 0.0275
    1.1955E+01   1.67075E-07 0.0267
    1.2301E+01   1.06011E-06 0.0115
    1.2657E+01   1.53498E-07 0.0260
    1.3023E+01   1.01453E-06 0.0115
    1.3400E+01   1.53796E-07 0.0242
    1.3787E+01   1.62932E-07 0.0235
    1.4186E+01   1.01720E-06 0.0112
    1.4596E+01   1.67952E-07 0.0215
    1.5019E+01   1.01079E-06 0.0110
    1.5453E+01   1.57644E-07 0.0206
    1.5900E+01   1.58951E-07 0.0206
    1.6360E+01   9.61298E-07 0.0106
    1.6834E+01   1.51082E-07 0.0197
    1.7321E+01   9.29228E-07 0.0104
    1.7822E+01   1.54199E-07 0.0181
    1.8337E+01   8.94000E-07 0.0100
    1.8868E+01   1.55805E-07 0.0167
    1.9413E+01   1.49771E-07 0.0170
    1.9975E+01   8.87230E-07 0.0095
    2.0553E+01   1.41620E-07 0.0162
    2.1148E+01   8.37377E-07 0.0092
    2.1759E+01   1.50822E-07 0.0146
    2.2389E+01   1.31285E-07 0.0156
    2.3037E+01   8.06613E-07 0.0088
    2.3703E+01   1.29010E-07 0.0146
    2.4389E+01   7.50087E-07 0.0085
    2.5094E+01   1.40421E-07 0.0130
    2.5820E+01   1.19243E-07 0.0140
    2.6567E+01   7.32041E-07 0.0080
    2.7336E+01   1.16911E-07 0.0131
    2.8127E+01   6.84161E-07 0.0077
    2.8940E+01   1.28405E-07 0.0116
    2.9777E+01   1.08586E-07 0.0126
    3.0639E+01   6.62873E-07 0.0074
    3.1525E+01   1.01118E-07 0.0121
    3.2437E+01   6.16886E-07 0.0071
    3.3376E+01   1.12344E-07 0.0106
    3.4341E+01   9.52426E-08 0.0116
    3.5335E+01   5.89550E-07 0.0068
    3.6357E+01   8.64147E-08 0.0112
    3.7409E+01   5.42078E-07 0.0066
    3.8491E+01   9.54488E-08 0.0099
    3.9604E+01   8.27737E-08 0.0106
    4.0750E+01   5.10426E-07 0.0063
    4.1929E+01   7.33018E-08 0.0105
    4.3142E+01   4.69268E-07 0.0061
    4.4390E+01   8.04230E-08 0.0093
    4.5674E+01   4.16167E-07 0.0059
    4.6996E+01   8.96920E-08 0.0082
    4.8355E+01   6.14583E-08 0.0098
    4.9754E+01   3.99218E-07 0.0058
    5.1193E+01   6.38803E-08 0.0089
    5.2674E+01   3.51875E-07 0.0056
    5.4198E+01   7.34519E-08 0.0077
    5.5766E+01   5.06598E-08 0.0092
    5.7379E+01   3.35486E-07 0.0055
    5.9039E+01   5.04030E-08 0.0086
    6.0747E+01   2.98235E-07 0.0053
    6.2505E+01   5.74956E-08 0.0075
    6.4313E+01   4.42207E-08 0.0085
    6.6174E+01   2.77292E-07 0.0052
    6.8088E+01   3.92312E-08 0.0084
    7.0058E+01   2.47962E-07 0.0051
    7.2084E+01   4.22984E-08 0.0075
    7.4170E+01   2.15338E-07 0.0050
    7.6315E+01   4.70375E-08 0.0067
    7.8523E+01   3.15633E-08 0.0080
    8.0795E+01   2.03877E-07 0.0049
    8.3132E+01   3.06731E-08 0.0076
    8.5537E+01   1.79809E-07 0.0048
    8.8012E+01   3.18815E-08 0.0069
    9.0558E+01   1.55522E-07 0.0048
    9.3178E+01   3.31666E-08 0.0063
    9.5873E+01   2.34509E-08 0.0074
    9.8647E+01   1.43881E-07 0.0047
    1.0150E+02   2.10099E-08 0.0073
    1.0444E+02   1.26289E-07 0.0047
    1.0746E+02   2.14634E-08 0.0068
    1.1057E+02   1.08195E-07 0.0046
    1.1377E+02   2.23282E-08 0.0062
    1.1706E+02   1.61006E-08 0.0072
    1.2044E+02   9.85731E-08 0.0046
    1.2393E+02   1.41781E-08 0.0071
    1.2751E+02   8.57612E-08 0.0045
    1.3120E+02   1.44825E-08 0.0066
    1.3500E+02   7.26873E-08 0.0045
    1.3890E+02   1.53418E-08 0.0060
    1.4292E+02   1.03445E-08 0.0071
    1.4706E+02   6.61760E-08 0.0045
    1.5131E+02   9.80693E-09 0.0068
    1.5569E+02   5.63272E-08 0.0044
    1.6019E+02   1.03283E-08 0.0062
    1.6483E+02   8.39000E-09 0.0068
    1.6959E+02   4.93731E-08 0.0044
    1.7450E+02   6.97310E-09 0.0069
    1.7955E+02   4.26240E-08 0.0044
    1.8474E+02   6.96070E-09 0.0064
    1.9009E+02   3.56703E-08 0.0044
    1.9559E+02   7.32321E-09 0.0059
    2.0124E+02   5.04569E-09 0.0069
    2.0707E+02   3.18085E-08 0.0044
    2.1306E+02   4.77078E-09 0.0066
    2.1922E+02   2.68453E-08 0.0044
    2.2556E+02   5.02055E-09 0.0060
    2.3209E+02   4.03353E-09 0.0067
    2.3880E+02   2.35350E-08 0.0044
    2.4571E+02   3.43893E-09 0.0067
    2.5282E+02   2.04041E-08 0.0044
    2.6013E+02   3.29839E-09 0.0064
    2.6766E+02   1.73004E-08 0.0044
    2.7540E+02   3.35314E-09 0.0059
    2.8337E+02   2.41563E-09 0.0065
    2.9157E+02   1.95712E-09 0.0054
    3.0000E+02   0.00000E+00 0.0000
      total      9.99112E-03 0.0008
 
 cell  402                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
    1.9269E+00   0.00000E+00 0.0000
    1.9827E+00   0.00000E+00 0.0000
    2.0400E+00   0.00000E+00 0.0000
    2.0991E+00   0.00000E+00 0.0000
    2.1598E+00   0.00000E+00 0.0000
    2.2223E+00   0.00000E+00 0.0000
    2.2866E+00   0.00000E+00 0.0000
    2.3527E+00   0.00000E+00 0.0000
    2.4208E+00   0.00000E+00 0.0000
    2.4908E+00   0.00000E+00 0.0000
    2.5629E+00   0.00000E+00 0.0000
    2.6370E+00   0.00000E+00 0.0000
    2.7133E+00   0.00000E+00 0.0000
    2.7918E+00   0.00000E+00 0.0000
    2.8725E+00   0.00000E+00 0.0000
    2.9557E+00   0.00000E+00 0.0000
    3.0412E+00   0.00000E+00 0.0000
    3.1291E+00   0.00000E+00 0.0000
    3.2197E+00   0.00000E+00 0.0000
    3.3128E+00   0.00000E+00 0.0000
    3.4086E+00   0.00000E+00 0.0000
    3.5072E+00   0.00000E+00 0.0000
    3.6087E+00   0.00000E+00 0.0000
    3.7131E+00   0.00000E+00 0.0000
    3.8205E+00   0.00000E+00 0.0000
    3.9311E+00   0.00000E+00 0.0000
    4.0448E+00   0.00000E+00 0.0000
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   9.92961E-03 0.0008
    5.3796E+00   5.86561E-07 0.0503
    5.5352E+00   2.87775E-06 0.0091
    5.6954E+00   5.65935E-08 0.0404
    5.8601E+00   5.81945E-08 0.0399
    6.0297E+00   2.45963E-06 0.0061
    6.2041E+00   6.22189E-08 0.0393
    6.3836E+00   2.44303E-06 0.0062
    6.5683E+00   7.46059E-08 0.0367
    6.7583E+00   2.33519E-06 0.0065
    6.9538E+00   8.50454E-08 0.0363
    7.1550E+00   2.25317E-06 0.0068
    7.3619E+00   9.20775E-08 0.0351
    7.5749E+00   2.12539E-06 0.0072
    7.7941E+00   1.11254E-07 0.0337
    8.0195E+00   1.19677E-07 0.0323
    8.2515E+00   2.07651E-06 0.0075
    8.4902E+00   1.29459E-07 0.0315
    8.7359E+00   1.96738E-06 0.0079
    8.9886E+00   1.57868E-07 0.0297
    9.2486E+00   1.87156E-06 0.0083
    9.5162E+00   1.90432E-07 0.0269
    9.7915E+00   1.91950E-07 0.0268
    1.0075E+01   1.82217E-06 0.0089
    1.0366E+01   2.25029E-07 0.0245
    1.0666E+01   1.71222E-06 0.0092
    1.0975E+01   2.48132E-07 0.0229
    1.1292E+01   1.64223E-06 0.0093
    1.1619E+01   2.49919E-07 0.0219
    1.1955E+01   2.47845E-07 0.0220
    1.2301E+01   1.63040E-06 0.0093
    1.2657E+01   2.42984E-07 0.0208
    1.3023E+01   1.56027E-06 0.0094
    1.3400E+01   2.37381E-07 0.0195
    1.3787E+01   2.43847E-07 0.0193
    1.4186E+01   1.48819E-06 0.0092
    1.4596E+01   2.41243E-07 0.0180
    1.5019E+01   1.45435E-06 0.0091
    1.5453E+01   2.31303E-07 0.0171
    1.5900E+01   2.46023E-07 0.0166
    1.6360E+01   1.39099E-06 0.0089
    1.6834E+01   2.27083E-07 0.0160
    1.7321E+01   1.34071E-06 0.0087
    1.7822E+01   2.17771E-07 0.0152
    1.8337E+01   1.27466E-06 0.0084
    1.8868E+01   2.25748E-07 0.0139
    1.9413E+01   2.06842E-07 0.0145
    1.9975E+01   1.23204E-06 0.0081
    2.0553E+01   1.97524E-07 0.0137
    2.1148E+01   1.16211E-06 0.0078
    2.1759E+01   2.11642E-07 0.0123
    2.2389E+01   1.85925E-07 0.0131
    2.3037E+01   1.10807E-06 0.0075
    2.3703E+01   1.75940E-07 0.0125
    2.4389E+01   1.02393E-06 0.0073
    2.5094E+01   1.85394E-07 0.0113
    2.5820E+01   1.63684E-07 0.0120
    2.6567E+01   9.79205E-07 0.0070
    2.7336E+01   1.47050E-07 0.0117
    2.8127E+01   9.01954E-07 0.0068
    2.8940E+01   1.63829E-07 0.0103
    2.9777E+01   1.35512E-07 0.0113
    3.0639E+01   8.52640E-07 0.0065
    3.1525E+01   1.27212E-07 0.0108
    3.2437E+01   7.82513E-07 0.0063
    3.3376E+01   1.43134E-07 0.0095
    3.4341E+01   1.17586E-07 0.0104
    3.5335E+01   7.44278E-07 0.0060
    3.6357E+01   1.09329E-07 0.0100
    3.7409E+01   6.77507E-07 0.0059
    3.8491E+01   1.19615E-07 0.0089
    3.9604E+01   1.03627E-07 0.0095
    4.0750E+01   6.31734E-07 0.0057
    4.1929E+01   9.12230E-08 0.0094
    4.3142E+01   5.78270E-07 0.0055
    4.4390E+01   9.66897E-08 0.0084
    4.5674E+01   5.10969E-07 0.0054
    4.6996E+01   1.10081E-07 0.0073
    4.8355E+01   7.47294E-08 0.0089
    4.9754E+01   4.88354E-07 0.0052
    5.1193E+01   7.73727E-08 0.0081
    5.2674E+01   4.27469E-07 0.0051
    5.4198E+01   8.81547E-08 0.0071
    5.5766E+01   6.14097E-08 0.0084
    5.7379E+01   4.04046E-07 0.0050
    5.9039E+01   5.95133E-08 0.0079
    6.0747E+01   3.54518E-07 0.0049
    6.2505E+01   6.82470E-08 0.0069
    6.4313E+01   5.20666E-08 0.0078
    6.6174E+01   3.27121E-07 0.0048
    6.8088E+01   4.54201E-08 0.0078
    7.0058E+01   2.90886E-07 0.0047
    7.2084E+01   4.94731E-08 0.0069
    7.4170E+01   2.50081E-07 0.0046
    7.6315E+01   5.49016E-08 0.0061
    7.8523E+01   3.64555E-08 0.0075
    8.0795E+01   2.35271E-07 0.0045
    8.3132E+01   3.53210E-08 0.0070
    8.5537E+01   2.06511E-07 0.0045
    8.8012E+01   3.66087E-08 0.0064
    9.0558E+01   1.78164E-07 0.0044
    9.3178E+01   3.78662E-08 0.0059
    9.5873E+01   2.67398E-08 0.0070
    9.8647E+01   1.64168E-07 0.0044
    1.0150E+02   2.37262E-08 0.0068
    1.0444E+02   1.44038E-07 0.0043
    1.0746E+02   2.41210E-08 0.0063
    1.1057E+02   1.22874E-07 0.0043
    1.1377E+02   2.54273E-08 0.0058
    1.1706E+02   1.81719E-08 0.0067
    1.2044E+02   1.11492E-07 0.0043
    1.2393E+02   1.61002E-08 0.0066
    1.2751E+02   9.67781E-08 0.0042
    1.3120E+02   1.65372E-08 0.0061
    1.3500E+02   8.21107E-08 0.0042
    1.3890E+02   1.72094E-08 0.0056
    1.4292E+02   1.17992E-08 0.0066
    1.4706E+02   7.44299E-08 0.0042
    1.5131E+02   1.09688E-08 0.0064
    1.5569E+02   6.34537E-08 0.0042
    1.6019E+02   1.17172E-08 0.0058
    1.6483E+02   9.33445E-09 0.0064
    1.6959E+02   5.57197E-08 0.0041
    1.7450E+02   7.62838E-09 0.0066
    1.7955E+02   4.79997E-08 0.0041
    1.8474E+02   7.81071E-09 0.0061
    1.9009E+02   4.00557E-08 0.0041
    1.9559E+02   8.27935E-09 0.0055
    2.0124E+02   5.66955E-09 0.0065
    2.0707E+02   3.56896E-08 0.0041
    2.1306E+02   5.33868E-09 0.0063
    2.1922E+02   3.00719E-08 0.0041
    2.2556E+02   5.68827E-09 0.0057
    2.3209E+02   4.47673E-09 0.0063
    2.3880E+02   2.63928E-08 0.0041
    2.4571E+02   3.82147E-09 0.0063
    2.5282E+02   2.28226E-08 0.0041
    2.6013E+02   3.68614E-09 0.0060
    2.6766E+02   1.93321E-08 0.0041
    2.7540E+02   3.76227E-09 0.0055
    2.8337E+02   2.66728E-09 0.0061
    2.9157E+02   2.18814E-09 0.0051
    3.0000E+02   0.00000E+00 0.0000
      total      9.98966E-03 0.0008
 
 cell  403                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
