-10.2   5.21E-02   4.17E-05
-10.1   5.24E-02   4.19E-05
-10   5.26E-02   4.21E-05
-9.9   5.28E-02   4.22E-05
-9.8   5.29E-02   4.23E-05
-9.7   5.31E-02   4.25E-05
-9.6   5.34E-02   4.27E-05
-9.5   5.40E-02   4.32E-05
-9.4   5.48E-02   4.39E-05
-9.3   5.56E-02   4.45E-05
-9.2   5.61E-02   4.49E-05
-9.1   5.64E-02   4.51E-05
-9   5.65E-02   4.52E-05
-8.9   5.65E-02   4.52E-05
-8.8   5.66E-02   4.52E-05
-8.7   5.66E-02   4.53E-05
-8.6   5.66E-02   4.53E-05
-8.5   5.67E-02   4.54E-05
-8.4   5.68E-02   4.54E-05
-8.3   5.69E-02   4.55E-05
-8.2   5.67E-02   4.54E-05
-8.1   5.68E-02   4.54E-05
-8   5.67E-02   4.54E-05
-7.9   5.67E-02   4.53E-05
-7.8   5.66E-02   4.53E-05
-7.7   5.69E-02   4.56E-05
-7.6   5.69E-02   4.55E-05
-7.5   5.69E-02   4.55E-05
-7.4   5.70E-02   4.56E-05
-7.3   5.73E-02   4.58E-05
-7.2   5.78E-02   4.62E-05
-7.1   5.84E-02   4.68E-05
-7   5.90E-02   4.72E-05
-6.9   5.93E-02   4.74E-05
-6.8   5.94E-02   4.75E-05
-6.7   5.94E-02   4.75E-05
-6.6   5.93E-02   4.74E-05
-6.5   5.92E-02   4.73E-05
-6.4   5.91E-02   4.73E-05
-6.3   5.90E-02   4.72E-05
-6.2   5.89E-02   4.71E-05
-6.1   5.88E-02   4.70E-05
-6   5.86E-02   4.69E-05
-5.9   5.85E-02   4.68E-05
-5.8   5.84E-02   4.67E-05
-5.7   5.83E-02   4.66E-05
-5.6   5.83E-02   4.66E-05
-5.5   5.83E-02   4.67E-05
-5.4   5.85E-02   4.68E-05
-5.3   5.89E-02   4.72E-05
-5.2   5.95E-02   4.76E-05
-5.1   6.02E-02   4.82E-05
-5   6.08E-02   4.86E-05
-4.9   6.12E-02   4.89E-05
-4.8   6.13E-02   4.91E-05
-4.7   6.14E-02   4.91E-05
-4.6   6.13E-02   4.90E-05
-4.5   6.12E-02   4.90E-05
-4.4   6.11E-02   4.89E-05
-4.3   6.10E-02   4.88E-05
-4.2   6.09E-02   4.87E-05
-4.1   6.08E-02   4.87E-05
-4   6.08E-02   4.86E-05
-3.9   6.07E-02   4.85E-05
-3.8   6.06E-02   4.85E-05
-3.7   6.07E-02   4.85E-05
-3.6   6.08E-02   4.87E-05
-3.5   6.12E-02   4.90E-05
-3.4   6.17E-02   4.94E-05
-3.3   6.22E-02   4.98E-05
-3.2   6.27E-02   5.01E-05
-3.1   6.29E-02   5.03E-05
-3   6.30E-02   5.04E-05
-2.9   6.30E-02   5.04E-05
-2.8   6.29E-02   5.03E-05
-2.7   6.28E-02   5.02E-05
-2.6   6.27E-02   5.02E-05
-2.5   6.26E-02   5.01E-05
-2.4   6.25E-02   5.00E-05
-2.3   6.25E-02   4.38E-05
-2.2   6.26E-02   4.38E-05
-2.1   6.28E-02   4.39E-05
-2   6.32E-02   4.42E-05
-1.9   6.37E-02   4.46E-05
-1.8   6.42E-02   4.49E-05
-1.7   6.46E-02   4.52E-05
-1.6   6.49E-02   4.54E-05
-1.5   6.50E-02   4.55E-05
-1.4   6.49E-02   4.55E-05
-1.3   6.48E-02   4.54E-05
-1.2   6.48E-02   4.53E-05
-1.1   6.47E-02   4.53E-05
-1   6.47E-02   4.53E-05
-0.9   6.47E-02   4.53E-05
-0.8   6.50E-02   4.55E-05
-0.7   6.53E-02   4.57E-05
-0.6   6.58E-02   4.61E-05
-0.5   6.63E-02   4.64E-05
-0.4   6.67E-02   4.67E-05
-0.3   6.69E-02   4.68E-05
-0.2   6.70E-02   4.69E-05
-0.1   6.69E-02   4.69E-05
0   6.69E-02   4.68E-05
0.1   6.70E-02   4.69E-05
0.2   6.71E-02   4.70E-05
0.3   6.73E-02   4.71E-05
0.4   6.78E-02   4.74E-05
0.5   6.83E-02   4.78E-05
0.6   6.88E-02   4.82E-05
0.7   6.92E-02   4.84E-05
0.8   6.94E-02   4.86E-05
0.9   6.95E-02   4.86E-05
1   6.95E-02   4.87E-05
1.1   6.96E-02   4.87E-05
1.2   6.98E-02   4.88E-05
1.3   7.01E-02   4.91E-05
1.4   7.06E-02   4.94E-05
1.5   7.11E-02   4.98E-05
1.6   7.15E-02   5.01E-05
1.7   7.18E-02   5.03E-05
1.8   7.19E-02   5.04E-05
1.9   7.20E-02   5.04E-05
2   7.22E-02   5.05E-05
2.1   7.25E-02   5.07E-05
2.2   7.30E-02   5.11E-05
2.3   7.36E-02   5.15E-05
2.4   7.42E-02   5.19E-05
2.5   7.46E-02   5.22E-05
2.6   7.50E-02   5.25E-05
2.7   7.53E-02   5.27E-05
2.8   7.58E-02   5.30E-05
2.9   7.63E-02   5.34E-05
3   7.70E-02   5.39E-05
3.1   7.76E-02   5.43E-05
3.2   7.82E-02   5.47E-05
3.3   7.87E-02   5.51E-05
3.4   7.93E-02   5.55E-05
3.5   8.00E-02   5.60E-05
3.6   8.07E-02   5.65E-05
3.7   8.15E-02   5.70E-05
3.8   8.23E-02   5.76E-05
3.9   8.30E-02   5.81E-05
4   8.39E-02   5.87E-05
4.1   8.48E-02   5.93E-05
4.2   8.57E-02   6.00E-05
4.3   8.67E-02   6.07E-05
4.4   8.78E-02   6.15E-05
4.5   8.89E-02   6.23E-05
4.6   9.02E-02   6.31E-05
4.7   9.15E-02   6.40E-05
4.8   9.29E-02   6.50E-05
4.9   9.44E-02   6.61E-05
5   9.60E-02   6.72E-05
5.1   9.78E-02   6.84E-05
5.2   9.97E-02   6.98E-05
5.3   1.02E-01   7.12E-05
5.4   1.04E-01   7.27E-05
5.5   1.06E-01   7.44E-05
5.6   1.09E-01   7.63E-05
5.7   1.12E-01   7.83E-05
5.8   1.15E-01   8.07E-05
5.9   1.19E-01   8.34E-05
6   1.23E-01   8.64E-05
6.1   1.28E-01   8.99E-05
