-10.2 2.78456e-09
-10.1 3.99907e-08
-10 4.1009e-08
-9.9 3.31737e-08
-9.8 3.29996e-08
-9.7 2.53892e-08
-9.6 4.86065e-08
-9.5 7.21424e-08
-9.4 1.00927e-07
-9.3 4.90647e-08
-9.2 6.11735e-08
-9.1 4.0249e-08
-9 3.15222e-08
-8.9 5.84449e-08
-8.8 5.35159e-08
-8.7 2.73822e-08
-8.6 3.26859e-08
-8.5 6.72106e-08
-8.4 4.42393e-08
-8.3 2.58265e-08
-8.2 4.07847e-08
-8.1 2.1381e-08
-8 3.81672e-08
-7.9 3.74672e-08
-7.8 5.55504e-08
-7.7 2.14231e-08
-7.6 3.39159e-08
-7.5 3.3532e-08
-7.4 3.79946e-08
-7.3 7.22808e-08
-7.2 5.61496e-08
-7.1 2.36071e-08
-7 3.25155e-08
-6.9 1.28591e-07
-6.8 8.96762e-08
-6.7 4.10292e-08
-6.6 6.28574e-08
-6.5 1.87014e-08
-6.4 4.85609e-08
-6.3 3.67785e-08
-6.2 3.35375e-08
-6.1 6.28701e-08
-6 4.52826e-08
-5.9 1.79503e-08
-5.8 4.01999e-08
-5.7 2.43149e-08
-5.6 5.47012e-08
-5.5 1.8419e-08
-5.4 5.50515e-08
-5.3 3.24861e-08
-5.2 4.13464e-08
-5.1 3.25399e-08
-5 4.18113e-08
-4.9 2.42448e-08
-4.8 3.42372e-08
-4.7 4.30492e-08
-4.6 5.87496e-08
-4.5 4.47252e-08
-4.4 3.06695e-08
-4.3 3.19021e-08
-4.2 2.84274e-08
-4.1 8.49433e-08
-4 3.98665e-08
-3.9 6.21555e-08
-3.8 4.56061e-08
-3.7 5.80219e-08
-3.6 2.66522e-08
-3.5 2.40984e-08
-3.4 3.24808e-08
-3.3 1.38492e-08
-3.2 3.02597e-08
-3.1 3.74725e-08
-3 4.41568e-08
-2.9 4.00064e-08
-2.8 3.66499e-08
-2.7 3.95336e-08
-2.6 2.09645e-08
-2.5 5.81084e-08
-2.4 4.92495e-08
-2.3 2.38883e-08
-2.2 2.27406e-08
-2.1 2.72935e-08
-2 2.25801e-08
-1.9 2.16176e-08
-1.8 4.22341e-08
-1.7 5.86072e-08
-1.6 1.1151e-08
-1.5 3.84812e-08
-1.4 6.00042e-09
-1.3 1.2055e-08
-1.2 1.56143e-08
-1.1 9.52512e-09
-1 1.68413e-08
-0.9 8.86983e-09
-0.8 7.98219e-09
-0.7 7.59468e-09
-0.6 4.41856e-09
-0.5 1.38652e-08
-0.4 6.72854e-09
-0.3 1.57377e-08
-0.2 8.59343e-09
-0.1 1.80599e-08
0 4.1183e-09
0.1 4.49798e-09
0.2 1.6159e-08
0.3 1.14086e-08
0.4 8.01008e-09
0.5 4.14651e-09
0.6 3.68177e-09
0.7 6.63967e-09
0.8 7.71748e-09
0.9 1.08246e-08
1 3.64807e-09
1.1 4.13293e-09
1.2 3.02828e-09
1.3 2.17892e-09
1.4 2.64345e-09
1.5 3.03026e-09
1.6 1.22623e-09
1.7 0
1.8 1.91947e-09
1.9 8.45334e-10
2 2.35906e-09
2.1 8.89572e-10
2.2 1.31456e-09
2.3 1.22562e-09
2.4 1.79342e-10
2.5 1.65431e-10
2.6 0
2.7 0
2.8 0
2.9 0
3 0
3.1 0
3.2 0
3.3 0
3.4 0
3.5 0
3.6 0
3.7 0
3.8 0
3.9 0
4 0
4.1 0
4.2 0
4.3 0
4.4 0
4.5 0
4.6 0
4.7 0
4.8 0
4.9 0
5 0
5.1 0
5.2 0
5.3 0
5.4 0
5.5 0
5.6 0
5.7 0
5.8 0
5.9 0
6 0
6.1 0
6.2 0
6.3 0
6.4 0
6.5 0
6.6 0
6.7 0
6.8 0
6.9 0
7 0
7.1 0
7.2 0
7.3 0
7.4 0
7.5 0
7.6 0
7.7 0
7.8 0
7.9 0
8 0
8.1 0
8.2 0
8.3 0
8.4 0
8.5 0
8.6 0
8.7 0
8.8 0
8.9 0
9 0
9.1 0
9.2 0
9.3 0
9.4 0
9.5 0
9.6 0
9.7 0
9.8 0
9.9 0
10 0
10.1 0
10.2 0
