-10.2	1.26E-05	3.53E-08
-10.1	1.29E-05	3.62E-08
-10	1.31E-05	3.67E-08
-9.9	1.32E-05	3.58E-08
-9.8	1.34E-05	3.63E-08
-9.7	1.38E-05	3.72E-08
-9.6	1.39E-05	3.76E-08
-9.5	1.41E-05	3.82E-08
-9.4	1.44E-05	3.75E-08
-9.3	1.46E-05	3.79E-08
-9.2	1.48E-05	3.85E-08
-9.1	1.50E-05	3.91E-08
-9	1.52E-05	3.96E-08
-8.9	1.55E-05	3.86E-08
-8.8	1.56E-05	3.91E-08
-8.7	1.59E-05	3.97E-08
-8.6	1.62E-05	4.04E-08
-8.5	1.64E-05	4.11E-08
-8.4	1.66E-05	3.98E-08
-8.3	1.68E-05	4.04E-08
-8.2	1.71E-05	4.09E-08
-8.1	1.74E-05	4.16E-08
-8	1.76E-05	4.04E-08
-7.9	1.79E-05	4.11E-08
-7.8	1.81E-05	4.17E-08
-7.7	1.84E-05	4.23E-08
-7.6	1.87E-05	4.30E-08
-7.5	1.89E-05	4.35E-08
-7.4	1.92E-05	4.23E-08
-7.3	1.95E-05	4.29E-08
-7.2	1.98E-05	4.35E-08
-7.1	2.01E-05	4.41E-08
-7	2.04E-05	4.49E-08
-6.9	2.07E-05	4.55E-08
-6.8	2.10E-05	4.40E-08
-6.7	2.13E-05	4.47E-08
-6.6	2.16E-05	4.53E-08
-6.5	2.18E-05	4.59E-08
-6.4	2.22E-05	4.66E-08
-6.3	2.26E-05	4.74E-08
-6.2	2.29E-05	4.57E-08
-6.1	2.32E-05	4.65E-08
-6	2.36E-05	4.72E-08
-5.9	2.40E-05	4.81E-08
-5.8	2.45E-05	4.89E-08
-5.7	2.47E-05	4.95E-08
-5.6	2.51E-05	4.77E-08
-5.5	2.55E-05	4.84E-08
-5.4	2.59E-05	4.92E-08
-5.3	2.63E-05	5.00E-08
-5.2	2.67E-05	5.07E-08
-5.1	2.71E-05	5.14E-08
-5	2.74E-05	5.21E-08
-4.9	2.79E-05	5.02E-08
-4.8	2.84E-05	5.11E-08
-4.7	2.87E-05	5.17E-08
-4.6	2.92E-05	5.25E-08
-4.5	2.96E-05	5.33E-08
-4.4	3.01E-05	5.41E-08
-4.3	3.06E-05	5.20E-08
-4.2	3.10E-05	5.27E-08
-4.1	3.15E-05	5.36E-08
-4	3.20E-05	5.45E-08
-3.9	3.25E-05	5.53E-08
-3.8	3.30E-05	5.61E-08
-3.7	3.36E-05	5.72E-08
-3.6	3.42E-05	5.47E-08
-3.5	3.49E-05	5.58E-08
-3.4	3.62E-05	6.15E-08
-3.3	4.18E-05	9.20E-08
-3.2	6.81E-05	2.25E-07
-3.1	1.69E-04	5.41E-07
-3	4.76E-04	1.19E-06
-2.9	1.20E-03	2.27E-06
-2.8	2.51E-03	3.76E-06
-2.7	4.34E-03	5.64E-06
-2.6	6.27E-03	6.90E-06
-2.5	7.82E-03	8.60E-06
-2.4	8.85E-03	8.85E-06
-2.3	9.76E-03	8.79E-06
-2.2	1.10E-02	8.84E-06
-2.1	1.28E-02	1.02E-05
-2	1.45E-02	1.02E-05
-1.9	1.59E-02	1.11E-05
-1.8	1.70E-02	1.19E-05
-1.7	1.85E-02	1.11E-05
-1.6	2.07E-02	1.24E-05
-1.5	2.31E-02	1.38E-05
-1.4	2.50E-02	1.25E-05
-1.3	2.61E-02	1.31E-05
-1.2	2.73E-02	1.36E-05
-1.1	2.91E-02	1.46E-05
-1	3.14E-02	1.57E-05
-0.9	3.33E-02	1.67E-05
-0.8	3.45E-02	1.38E-05
-0.7	3.55E-02	1.42E-05
-0.6	3.71E-02	1.49E-05
-0.5	3.94E-02	1.58E-05
-0.4	4.16E-02	1.66E-05
-0.3	4.29E-02	1.71E-05
-0.2	4.38E-02	1.75E-05
-0.1	4.55E-02	1.82E-05
0	4.80E-02	1.92E-05
0.1	5.02E-02	2.01E-05
0.2	5.15E-02	1.54E-05
0.3	5.29E-02	1.59E-05
0.4	5.48E-02	1.64E-05
0.5	5.67E-02	1.70E-05
0.6	5.80E-02	1.74E-05
0.7	5.91E-02	1.77E-05
0.8	6.06E-02	1.82E-05
0.9	6.28E-02	1.88E-05
1	6.47E-02	1.94E-05
1.1	6.60E-02	1.98E-05
1.2	6.70E-02	2.01E-05
1.3	6.88E-02	2.07E-05
1.4	7.12E-02	2.14E-05
1.5	7.31E-02	2.19E-05
1.6	7.44E-02	2.23E-05
1.7	7.58E-02	2.28E-05
1.8	7.78E-02	2.34E-05
1.9	7.97E-02	2.39E-05
2	8.11E-02	2.43E-05
2.1	8.24E-02	2.47E-05
