-10.2	32.9055595190064
-10.1	33.1292042419997
-10	33.0804745314843
-9.9	32.9002860251649
-9.8	33.0306688248691
-9.7	33.4371115944054
-9.6	33.3507191595044
-9.5	33.3944722724859
-9.4	33.5724195793111
-9.3	33.3096826500237
-9.2	33.3870397742522
-9.1	33.5425755782032
-9	33.4650687667428
-8.9	33.5169540821861
-8.8	33.3703361387951
-8.7	33.6246265667728
-8.6	33.7718723760811
-8.5	33.6255086484408
-8.4	33.4817159115719
-8.3	33.5649766574575
-8.2	33.4843058876143
-8.1	33.6128111705517
-8	33.5467590931334
-7.9	33.7134627359103
-7.8	33.7510247964594
-7.7	33.7016954308098
-7.6	33.7548225300301
-7.5	33.6931775767433
-7.4	33.7700993303439
-7.3	33.7752456331511
-7.2	33.7652646983818
-7.1	33.811683491046
-7	33.9429736391684
-6.9	33.921089510758
-6.8	33.8867480887304
-6.7	33.9120891084818
-6.6	33.8672337224837
-6.5	33.7730232287587
-6.4	34.0102444356828
-6.3	34.0707313887506
-6.2	34.0717955178424
-6.1	34.1115584269726
-6	34.148560155647
-5.9	34.2614238078797
-5.8	34.2861201965921
-5.7	34.085765111089
-5.6	34.1556952090702
-5.5	34.1626824097804
-5.4	34.2369990269874
-5.3	34.2759666402437
-5.2	34.2111376905602
-5.1	34.18548912546
-5	34.1354455376973
-4.9	34.2462622455717
-4.8	34.3215291098535
-4.7	34.2148209858457
-4.6	34.313676417181
-4.5	34.3650496664057
-4.4	34.3870983608992
-4.3	34.5428322407411
-4.2	34.4918371146322
-4.1	34.5488324814603
-4	34.6471936627208
-3.9	34.5471315806362
-3.8	34.520264770314
-3.7	34.6029572126128
-3.6	34.6792282353481
-3.5	34.9247330165091
-3.4	35.9624366730079
-3.3	42.4399526290241
-3.2	59.6440397581151
-3.1	73.6339636239592
-3	75.8241598038639
-2.9	72.5353342153173
-2.8	67.5150377658541
-2.7	61.7093908439896
-2.6	55.5683722307172
-2.5	49.5311927282259
-2.4	44.2691987266956
-2.3	40.5346929303173
-2.2	38.5505482684776
-2.1	37.5228569604819
-2	36.341412022484
-1.9	34.6482645584623
-1.8	32.9720168002716
-1.7	32.0046975481354
-1.6	31.7526954883028
-1.5	31.4810825262552
-1.4	30.624368928355
-1.3	29.3388762279403
-1.2	28.2604408905094
-1.1	27.7484956359614
-0.999999999999998	27.4974686267487
-0.899999999999999	26.9859591014223
-0.799999999999999	26.1132868031242
-0.699999999999999	25.2720695411223
-0.599999999999998	24.8327748959359
-0.499999999999998	24.6967030665565
-0.399999999999999	24.4415110961204
-0.299999999999999	23.8495812012371
-0.199999999999999	26.3771104974652
-0.0999999999999979	25.8787154251716
0	25.7141757866467
0.100000000000001	25.3722603458159
0.200000000000001	24.759619764322
0.300000000000001	21.2744422441708
0.400000000000002	21.082673170344
0.500000000000002	20.8978368162778
0.600000000000001	20.5623934429452
0.700000000000001	20.1796749754453
0.800000000000001	19.9474203932813
0.900000000000002	19.8583206483773
1	19.7089933138839
1.1	19.4010787115782
1.2	19.0843879363152
1.3	18.9351264664932
1.4	18.8884825589063
1.5	18.7463260918606
1.6	18.4882159517258
1.7	18.2746220368015
1.8	18.1677142853961
1.9	18.0434577820233
2	17.8249805812862
2.1	17.6168688334011
2.2	17.5189311285723
2.3	17.4439020204487
2.4	17.2620153846815
2.5	17.0096818185645
2.6	16.8048842820646
2.7	16.6271661747592
2.8	16.3685874143311
2.9	16.0345512286226
3	15.7177009730646
3.1	15.4402721390233
3.2	15.1695399574633
3.3	14.9176241012845
3.4	14.7133595780684
3.5	14.525241395128
3.6	14.3154254614444
3.7	14.1143106165648
3.8	13.9409959385954
3.9	13.7655612313034
4	13.5864136785296
4.1	13.4323383822392
4.2	13.2901109106521
4.3	13.1294240742035
4.4	12.9580516055801
4.5	12.769044821809
4.6	12.5216330490472
4.7	12.2120825087862
4.8	11.8860751501267
4.9	11.5897897026179
5	11.3334790155763
5.1	11.1112038495765
5.2	10.9151105681114
5.3	10.738838969597
5.4	10.5780399611471
5.5	10.4296262780063
5.6	10.2898981930915
5.7	10.1571044139729
5.8	10.0330238597679
5.9	9.91846023201581
6	9.80933010331662
6.1	9.70144845480628
6.2	9.59640008100669
6.3	9.49646591625194
6.4	9.40217555727244
6.5	9.31186848156899
6.6	9.22391590209195
6.7	9.13810337149471
6.8	9.05592396442691
6.9	8.97882791803351
7	8.90445036146692
7.1	8.83018393555863
7.2	8.75774215679713
7.3	8.68982229134984
7.4	8.62559845050513
7.5	8.56125267820835
7.6	8.49585721574699
7.7	8.43265745468954
7.8	8.3725330100788
7.9	8.31289546058299
8	8.25166094763951
8.1	8.19237889718659
8.2	8.13711846610717
8.3	8.08306629502856
8.4	8.0275645378641
8.5	7.97199487100076
8.6	7.91854335659659
8.7	7.86804190416481
8.8	7.8189828253924
8.9	7.76932471095247
9	7.71878914410309
9.1	7.66956010335058
9.2	7.62282202470316
9.3	7.57675793827231
9.4	7.5283548801006
9.5	7.47805019894377
9.6	7.42889043284021
9.7	7.38365308014656
9.8	7.34063431281232
9.9	7.29436840310605
10	7.24183157714485
10.1	7.18461814288954
10.2	7.12219879071592
