# TOPAS Version: 3.9
# Parameter File: data/topas/input/plan_1c/main_2GySOBP.txt
# Results for scorer: Scoring_HadronDLET_ZBox
# Scored in component: ScoringYBox
# X in 1 bin  of 2 cm
# Y in 300 bins of 0.0666667 cm
# Z in 1 bin  of 2 cm
# myHadronLET ( MeV/mm/(g/cm3) ) : Sum   
0, 0, 0, 156.2886657714844
0, 1, 0, 108.9335098266602
0, 2, 0, 94.16088104248047
0, 3, 0, 113.3232269287109
0, 4, 0, 141.6820220947266
0, 5, 0, 145.0879211425781
0, 6, 0, 107.8047027587891
0, 7, 0, 128.8299102783203
0, 8, 0, 115.4101104736328
0, 9, 0, 102.8656539916992
0, 10, 0, 126.3017807006836
0, 11, 0, 133.1870422363281
0, 12, 0, 120.6568603515625
0, 13, 0, 124.4308013916016
0, 14, 0, 125.0009994506836
0, 15, 0, 136.3865814208984
0, 16, 0, 90.36740875244141
0, 17, 0, 105.6802062988281
0, 18, 0, 120.273681640625
0, 19, 0, 118.9556503295898
0, 20, 0, 130.2714385986328
0, 21, 0, 99.83407592773438
0, 22, 0, 141.1387939453125
0, 23, 0, 93.60771942138672
0, 24, 0, 121.1019592285156
0, 25, 0, 111.7627639770508
0, 26, 0, 168.6494445800781
0, 27, 0, 136.5972137451172
0, 28, 0, 118.2641143798828
0, 29, 0, 126.9211730957031
0, 30, 0, 114.8711929321289
0, 31, 0, 96.79816436767578
0, 32, 0, 133.9810180664062
0, 33, 0, 154.5860900878906
0, 34, 0, 118.8043823242188
0, 35, 0, 148.8748016357422
0, 36, 0, 135.2899017333984
0, 37, 0, 141.3605041503906
0, 38, 0, 111.2657852172852
0, 39, 0, 114.3448257446289
0, 40, 0, 108.0777740478516
0, 41, 0, 132.5540161132812
0, 42, 0, 122.6473922729492
0, 43, 0, 116.1163864135742
0, 44, 0, 114.2539443969727
0, 45, 0, 135.1345520019531
0, 46, 0, 133.96875
0, 47, 0, 110.3810501098633
0, 48, 0, 91.58038330078125
0, 49, 0, 119.0033340454102
0, 50, 0, 92.28903961181641
0, 51, 0, 107.4218368530273
0, 52, 0, 101.9632415771484
0, 53, 0, 105.4078674316406
0, 54, 0, 108.0238342285156
0, 55, 0, 103.6191024780273
0, 56, 0, 81.6031494140625
0, 57, 0, 49.11507415771484
0, 58, 0, 33.50220489501953
0, 59, 0, 26.17727470397949
0, 60, 0, 19.43279647827148
0, 61, 0, 16.26902770996094
0, 62, 0, 14.38720417022705
0, 63, 0, 13.3838586807251
0, 64, 0, 12.81224822998047
0, 65, 0, 12.11738967895508
0, 66, 0, 11.40554237365723
0, 67, 0, 10.9323263168335
0, 68, 0, 10.37206649780273
0, 69, 0, 9.88629150390625
0, 70, 0, 9.413661956787109
0, 71, 0, 8.871124267578125
0, 72, 0, 8.337910652160645
0, 73, 0, 7.853326797485352
0, 74, 0, 7.50111198425293
0, 75, 0, 7.200495719909668
0, 76, 0, 7.049264907836914
0, 77, 0, 6.846936225891113
0, 78, 0, 6.749958992004395
0, 79, 0, 6.510054588317871
0, 80, 0, 6.351424217224121
0, 81, 0, 6.452153205871582
0, 82, 0, 6.420166492462158
0, 83, 0, 6.432991027832031
0, 84, 0, 6.20400333404541
0, 85, 0, 6.522014141082764
0, 86, 0, 6.46049976348877
0, 87, 0, 6.517309188842773
0, 88, 0, 6.457971096038818
0, 89, 0, 6.460558414459229
0, 90, 0, 6.379514217376709
0, 91, 0, 6.595244407653809
0, 92, 0, 6.715167045593262
0, 93, 0, 6.531529903411865
0, 94, 0, 6.459763526916504
0, 95, 0, 6.563698291778564
0, 96, 0, 6.488538265228271
0, 97, 0, 6.515050888061523
0, 98, 0, 6.283851146697998
0, 99, 0, 6.275356292724609
0, 100, 0, 6.240360736846924
0, 101, 0, 6.367271423339844
0, 102, 0, 6.162539482116699
0, 103, 0, 6.133714199066162
0, 104, 0, 6.175394058227539
0, 105, 0, 6.175071239471436
0, 106, 0, 6.111528873443604
0, 107, 0, 6.202682971954346
0, 108, 0, 6.392576694488525
0, 109, 0, 6.039166927337646
0, 110, 0, 6.454455852508545
0, 111, 0, 6.028663158416748
0, 112, 0, 5.982284069061279
0, 113, 0, 6.263735771179199
0, 114, 0, 5.953538417816162
0, 115, 0, 6.137370109558105
0, 116, 0, 6.174069881439209
0, 117, 0, 6.33998441696167
0, 118, 0, 6.261005878448486
0, 119, 0, 6.100117683410645
0, 120, 0, 5.998944759368896
0, 121, 0, 6.000464916229248
0, 122, 0, 6.256633758544922
0, 123, 0, 6.017646312713623
0, 124, 0, 6.077148914337158
0, 125, 0, 5.961153984069824
0, 126, 0, 6.228249073028564
0, 127, 0, 6.212661743164062
0, 128, 0, 6.175212383270264
0, 129, 0, 6.038795948028564
0, 130, 0, 5.981723308563232
0, 131, 0, 6.132719039916992
0, 132, 0, 5.864028930664062
0, 133, 0, 5.883601665496826
0, 134, 0, 6.067594528198242
0, 135, 0, 5.959142208099365
0, 136, 0, 5.966570854187012
0, 137, 0, 6.168363094329834
0, 138, 0, 6.157933235168457
0, 139, 0, 6.092531681060791
0, 140, 0, 5.994582653045654
0, 141, 0, 6.002939701080322
0, 142, 0, 5.820054531097412
0, 143, 0, 6.037356376647949
0, 144, 0, 6.240421772003174
0, 145, 0, 5.962052822113037
0, 146, 0, 5.875114917755127
0, 147, 0, 6.213441371917725
0, 148, 0, 6.164986610412598
0, 149, 0, 6.21360969543457
0, 150, 0, 6.22606372833252
0, 151, 0, 6.3634033203125
0, 152, 0, 6.102034091949463
0, 153, 0, 6.001996994018555
