-2.20063 0.0564735 4.14054e-05
-2.10188 0.0568239 4.21412e-05
-2.00313 0.0571283 4.84464e-05
-1.90438 0.0575992 4.50251e-05
-1.80563 0.0577719 4.87367e-05
-1.70688 0.0578529 4.87633e-05
-1.60813 0.0583049 4.96677e-05
-1.50938 0.0584817 4.86503e-05
-1.41063 0.0585295 4.79522e-05
-1.31188 0.0589031 4.82496e-05
-1.21313 0.059001 5.04839e-05
-1.11438 0.0590309 4.51344e-05
-1.01563 0.059357 4.66425e-05
-0.916875 0.0593393 4.74187e-05
-0.818125 0.0594306 4.78244e-05
-0.719375 0.059779 4.89793e-05
-0.620625 0.059796 5.14311e-05
-0.521875 0.0599461 4.8097e-05
-0.423125 0.0601856 5.02336e-05
-0.324375 0.060175 4.66607e-05
-0.225625 0.0605376 5.29938e-05
-0.126875 0.0606009 4.68308e-05
-0.028125 0.0607677 4.93645e-05
0.070625 0.0609395 5.28951e-05
0.169375 0.0609557 5.19264e-05
0.268125 0.0613608 4.65362e-05
0.366875 0.0614095 5.13327e-05
0.465625 0.0613422 4.85866e-05
0.564375 0.0616998 5.12837e-05
0.663125 0.0616838 5.10716e-05
0.761875 0.0618137 4.81914e-05
0.860625 0.06198 4.49003e-05
0.959375 0.0619865 4.77323e-05
1.05812 0.0624101 4.97719e-05
1.15687 0.0623171 5.2954e-05
1.25562 0.0623989 5.57287e-05
1.35437 0.062631 5.55236e-05
1.45312 0.0625726 5.80976e-05
1.55187 0.0629033 6.37897e-05
1.65062 0.0628322 5.71141e-05
1.74937 0.0630547 5.37427e-05
1.84812 0.0631248 5.25519e-05
1.94687 0.0631808 4.82023e-05
2.04562 0.0633661 5.11346e-05
2.14437 0.0633429 5.10473e-05
2.24312 0.0636497 5.51956e-05
2.34187 0.0636863 5.73189e-05
2.44062 0.0637691 5.06519e-05
2.53937 0.0639336 5.35956e-05
2.63812 0.0639333 4.82865e-05
2.73687 0.0641675 5.10936e-05
2.83562 0.0640848 4.79324e-05
2.93437 0.0643277 4.48566e-05
3.03312 0.0642588 5.06716e-05
3.13187 0.0645007 5.55671e-05
3.23062 0.0645286 5.40198e-05
3.32937 0.0646989 4.81703e-05
3.42812 0.0647065 5.18351e-05
3.52687 0.0648444 5.54041e-05
3.62562 0.0649369 5.64686e-05
3.72437 0.0650415 5.55179e-05
3.82312 0.065071 4.66305e-05
3.92187 0.0651675 5.14517e-05
4.02062 0.0652848 4.96341e-05
4.11937 0.0654255 4.7184e-05
4.21812 0.06553 4.94239e-05
4.31687 0.0655891 5.59025e-05
4.41562 0.0657148 4.8069e-05
4.51437 0.0657956 5.11519e-05
4.61313 0.0659281 5.02555e-05
4.71187 0.066042 5.52938e-05
4.81062 0.0660664 5.26487e-05
4.90937 0.0661852 4.97659e-05
5.00812 0.0662475 4.73665e-05
5.10687 0.06642 5.43638e-05
5.20562 0.0664482 5.26337e-05
5.30437 0.0665198 5.29993e-05
5.40312 0.0666743 4.71421e-05
5.50188 0.0668066 5.37552e-05
5.60062 0.0668971 5.40203e-05
5.69937 0.067008 5.10231e-05
5.79812 0.0671216 5.39856e-05
5.89687 0.0672353 5.55444e-05
5.99562 0.0673196 5.31525e-05
6.09437 0.0674475 5.62336e-05
6.19312 0.067533 5.45205e-05
6.29187 0.067633 5.51179e-05
6.39062 0.0677736 4.90406e-05
6.48937 0.0678856 4.84395e-05
6.58812 0.068036 5.19956e-05
6.68687 0.0681469 5.91951e-05
6.78562 0.0682708 6.02599e-05
6.88437 0.0683921 5.75509e-05
6.98312 0.0684506 5.6829e-05
7.08187 0.0685389 5.61917e-05
7.18062 0.068667 5.97728e-05
7.27937 0.0687985 5.91246e-05
7.37812 0.0689383 6.16272e-05
7.47687 0.0692183 6.17547e-05
7.57562 0.0692532 6.02945e-05
7.67437 0.0694314 6.0871e-05
7.77312 0.069588 6.3611e-05
7.87187 0.0697887 5.86956e-05
7.97062 0.0700248 5.7414e-05
8.06937 0.0702616 5.85416e-05
8.16812 0.0704589 5.58561e-05
8.26687 0.0707399 5.96403e-05
8.36562 0.0709501 6.51463e-05
8.46437 0.071154 6.06394e-05
8.56312 0.0714462 6.02848e-05
8.66187 0.0717034 6.52527e-05
8.76062 0.0719246 6.27194e-05
8.85937 0.0722393 5.89132e-05
8.95812 0.0724739 5.85986e-05
9.05687 0.0727832 5.11465e-05
9.15562 0.0730012 6.04345e-05
9.25437 0.073411 6.19522e-05
9.35312 0.0736749 5.69951e-05
9.45187 0.0740556 5.6572e-05
9.55062 0.0743242 5.93975e-05
9.64937 0.0746491 6.15172e-05
9.74812 0.0750572 5.7538e-05
9.84687 0.0754666 5.73529e-05
9.94562 0.0758778 6.08525e-05
10.0444 0.0762395 6.03791e-05
10.1431 0.0765713 5.62494e-05
10.2419 0.0770292 6.02856e-05
10.3406 0.077424 6.34512e-05
10.4394 0.0778758 5.98277e-05
10.5381 0.0782186 6.05401e-05
10.6369 0.0787453 5.60339e-05
10.7356 0.0793065 6.19602e-05
10.8344 0.0798062 6.39007e-05
10.9331 0.0802929 6.12997e-05
11.0319 0.0808826 6.57799e-05
11.1306 0.0814697 6.42312e-05
11.2294 0.0820856 6.17066e-05
11.3281 0.0826868 6.26943e-05
11.4269 0.0833656 6.30329e-05
11.5256 0.0840973 6.50937e-05
11.6244 0.0849099 6.44779e-05
11.7231 0.0856766 7.23657e-05
11.8219 0.0865016 7.6256e-05
11.9206 0.087272 7.7996e-05
12.0194 0.0880834 7.34305e-05
12.1181 0.0890925 7.9135e-05
12.2169 0.0900112 7.40196e-05
12.3156 0.0910733 7.68696e-05
12.4144 0.0922129 7.17009e-05
12.5131 0.0933879 7.53991e-05
12.6119 0.094703 7.2657e-05
12.7106 0.096048 7.4571e-05
12.8094 0.0974788 7.40625e-05
12.9081 0.0990515 7.76245e-05
13.0069 0.100696 8.06461e-05
13.1056 0.102508 7.68269e-05
13.2044 0.104487 8.24992e-05
13.3031 0.106673 8.80285e-05
13.4019 0.109062 9.12899e-05
13.5006 0.11169 8.79343e-05
13.5994 0.11458 9.78324e-05
13.6981 0.117811 9.45613e-05
13.7969 0.121457 9.21464e-05
13.8956 0.125618 9.17694e-05
13.9944 0.130357 9.75764e-05
14.0931 0.135767 0.000105528
14.1919 0.142088 0.0001057
14.2906 0.149746 0.000106959
14.3894 0.159104 0.000124936
14.4881 0.170638 0.000126277
14.5869 0.184613 0.000141964
14.6856 0.19989 0.00014677
14.7844 0.212987 0.000165215
14.8831 0.218257 0.000177862
14.9819 0.209548 0.00017636
15.0806 0.182697 0.000160907
15.1794 0.141895 0.000143638
15.2781 0.0960063 0.000127464
15.3769 0.0560833 0.000100066
15.4756 0.0279326 6.70394e-05
15.5744 0.0119047 4.87919e-05
15.6731 0.00434295 2.88428e-05
15.7719 0.00145943 1.79507e-05
15.8706 0.000504656 9.84503e-06
15.9694 0.000271712 6.74072e-06
16.0681 0.000219528 6.38743e-06
16.1669 0.000211618 7.02337e-06
16.2656 0.000204651 6.11677e-06
16.3644 0.000201421 6.29414e-06
16.4631 0.000195011 6.51051e-06
16.5619 0.000184622 6.38416e-06
16.6606 0.00019144 5.59044e-06
16.7594 0.000185831 6.56958e-06
16.8581 0.000185102 5.20637e-06
