-8.2 0
-8.1 1.09598e-07
-8 2.23861e-07
-7.9 5.22297e-09
-7.8 0
-7.7 2.88856e-07
-7.6 1.0948e-07
-7.5 4.14346e-07
-7.4 3.56315e-07
-7.3 1.14076e-07
-7.2 1.69233e-07
-7.1 2.45862e-08
-7 4.37106e-08
-6.9 2.77792e-07
-6.8 5.90193e-07
-6.7 4.07011e-07
-6.6 3.13798e-07
-6.5 9.60428e-08
-6.4 4.01018e-07
-6.3 6.59178e-08
-6.2 1.72302e-08
-6.1 0
-6 3.55308e-07
-5.9 6.63967e-07
-5.8 3.17392e-07
-5.7 2.28683e-07
-5.6 5.18198e-09
-5.5 1.34793e-07
-5.4 2.7449e-07
-5.3 4.54556e-08
-5.2 8.36055e-09
-5.1 5.19981e-09
-5 4.36583e-07
-4.9 5.87788e-08
-4.8 2.558e-07
-4.7 4.13002e-08
-4.6 6.93144e-08
-4.5 3.20177e-07
-4.4 1.81658e-07
-4.3 2.69825e-07
-4.2 3.80505e-07
-4.1 1.23034e-07
-4 0
-3.9 2.97125e-08
-3.8 8.09468e-07
-3.7 4.1045e-07
-3.6 6.04269e-07
-3.5 6.91477e-07
-3.4 9.68258e-07
-3.3 4.1552e-07
-3.2 9.65363e-07
-3.1 1.12354e-06
-3 8.01737e-08
-2.9 1.78673e-08
-2.8 1.20373e-08
-2.7 2.26435e-08
-2.6 1.48475e-08
-2.5 8.41402e-09
-2.4 8.44622e-08
-2.3 2.16181e-08
-2.2 8.37052e-08
-2.1 4.77871e-09
-2 0
-1.9 7.09374e-07
-1.8 1.68877e-07
-1.7 1.22942e-07
-1.6 2.4796e-08
-1.5 6.66607e-08
-1.4 2.9752e-07
-1.3 1.28703e-07
-1.2 2.20513e-07
-1.1 3.88555e-07
-1 7.37717e-09
-0.9 4.4801e-08
-0.8 0
-0.7 3.37395e-07
-0.6 3.12281e-07
-0.5 1.33203e-07
-0.4 1.11204e-08
-0.3 7.32627e-09
-0.2 6.55073e-09
-0.1 9.10835e-08
0 2.79256e-08
0.1 2.08039e-08
0.2 2.78101e-07
0.3 3.30327e-07
0.4 7.1951e-08
0.5 3.3359e-08
0.6 2.09434e-07
0.7 1.12855e-07
0.8 0
0.9 0
1 4.76106e-09
1.1 2.06537e-07
1.2 5.34095e-08
1.3 0
1.4 0
1.5 5.14439e-09
1.6 1.11669e-07
1.7 5.60452e-09
1.8 1.13291e-07
1.9 1.24584e-07
2 2.73018e-07
2.1 8.84806e-09
2.2 1.09603e-07
2.3 2.17501e-08
2.4 3.6492e-09
2.5 0
2.6 0
2.7 1.70097e-07
2.8 1.01647e-07
2.9 1.02789e-07
3 0
3.1 0
3.2 3.06476e-07
3.3 2.66511e-07
3.4 9.00246e-09
3.5 4.21482e-08
3.6 1.84468e-07
3.7 1.41245e-07
3.8 2.32647e-09
3.9 5.28297e-08
4 0
4.1 6.42714e-08
4.2 1.44891e-07
4.3 0
4.4 2.09592e-07
4.5 6.30487e-08
4.6 9.25012e-08
4.7 0
4.8 8.8201e-08
4.9 2.73e-08
5 1.98215e-07
5.1 2.60504e-07
5.2 8.82087e-09
5.3 0
5.4 5.93785e-08
5.5 9.87562e-08
5.6 4.76057e-09
5.7 4.88021e-08
5.8 5.74446e-08
5.9 0
6 0
6.1 0
6.2 2.26514e-08
6.3 4.28454e-09
6.4 0
6.5 0
6.6 0
6.7 0
6.8 0
6.9 0
7 0
7.1 0
7.2 0
7.3 0
7.4 0
7.5 0
7.6 0
7.7 0
7.8 0
7.9 0
8 0
8.1 0
8.2 0
8.3 0
8.4 0
8.5 0
8.6 0
8.7 0
8.8 0
8.9 0
9 0
9.1 0
9.2 0
9.3 0
9.4 0
9.5 0
9.6 0
9.7 0
9.8 0
9.9 0
10 0
10.1 0
10.2 0
10.3 0
10.4 0
10.5 0
10.6 0
10.7 0
10.8 0
10.9 0
11 0
11.1 0
11.2 0
11.3 0
11.4 0
11.5 0
11.6 0
11.7 0
11.8 0
11.9 0
12 0
12.1 0
12.2 0
