1.09967 1.03611e-08
3.099 1.95046e-08
5.09833 1.28319e-08
7.09767 1.46877e-08
9.097 9.76359e-09
11.0963 1.61109e-08
13.0957 1.30058e-08
15.095 1.1609e-08
17.0943 1.68229e-08
19.0937 1.23034e-08
21.093 1.11209e-08
23.0923 1.50364e-08
25.0917 1.43225e-08
27.091 1.31916e-08
29.0903 1.4086e-08
31.0897 1.35246e-08
33.089 1.47522e-08
35.0883 1.33429e-08
37.0877 1.45039e-08
39.087 1.64358e-08
41.0863 1.20042e-08
43.0857 1.64906e-08
45.085 1.75322e-08
47.0843 1.27741e-08
49.0837 1.65165e-08
51.083 1.57286e-08
53.0823 1.66286e-08
55.0817 1.68928e-08
57.081 1.8076e-08
59.0803 1.76825e-08
61.0797 1.75867e-08
63.079 1.8388e-08
65.0783 2.0898e-08
67.0777 1.99394e-08
69.077 1.92657e-08
71.0763 2.21389e-08
73.0757 2.1187e-08
75.075 2.31503e-08
77.0743 2.22264e-08
79.0737 2.28208e-08
81.073 2.28867e-08
83.0723 2.32081e-08
85.0717 2.35181e-08
87.071 2.29143e-08
89.0703 2.13935e-08
91.0697 2.28677e-08
93.069 2.02782e-08
95.0683 2.25826e-08
97.0677 2.22329e-08
99.067 2.31554e-08
101.066 2.44844e-08
103.066 2.32434e-08
105.065 2.55655e-08
107.064 2.39596e-08
109.064 2.3044e-08
111.063 2.1899e-08
113.062 2.14314e-08
115.062 2.11098e-08
117.061 2.04695e-08
119.06 2.05257e-08
121.06 2.19184e-08
123.059 2.25779e-08
125.058 1.96935e-08
127.058 1.73461e-08
129.057 1.40261e-08
131.056 1.4148e-08
133.056 1.40185e-08
135.055 1.1177e-08
137.054 7.84382e-09
139.054 6.05805e-09
141.053 6.07325e-09
143.052 6.04549e-09
145.052 6.60543e-09
147.051 6.24442e-09
149.05 7.15358e-09
151.05 4.71957e-09
153.049 3.90007e-09
155.048 3.69965e-09
157.048 4.2322e-09
159.047 4.43053e-09
161.046 4.18772e-09
163.046 5.27072e-09
165.045 4.58371e-09
167.044 4.75433e-09
169.044 5.44785e-09
171.043 3.60463e-09
173.042 2.6995e-09
175.042 3.39793e-09
177.041 2.96592e-09
179.04 3.10744e-09
181.04 1.89739e-09
183.039 0
185.038 0
187.038 0
189.037 0
191.036 0
193.036 0
195.035 0
197.034 0
199.034 0
201.033 0
203.032 0
205.032 0
207.031 0
209.03 0
211.03 0
213.029 0
215.028 0
217.028 0
219.027 0
221.026 0
223.026 0
225.025 0
227.024 0
229.024 0
231.023 0
233.022 0
235.022 0
237.021 0
239.02 0
241.02 0
243.019 0
245.018 0
247.018 0
249.017 0
251.016 0
253.016 0
255.015 0
257.014 0
259.014 0
261.013 0
263.012 0
265.012 0
267.011 0
269.01 0
271.01 0
273.009 0
275.008 0
277.008 0
279.007 0
281.006 0
283.006 0
285.005 0
287.004 0
289.004 0
291.003 0
293.002 0
295.002 0
297.001 0
299 0
